annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2020-2021,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,5839,450,244,3.7284283363,5339,1.2617936151,5238,297,202,2.3054125833,4740,1.3299803094,601,94,27,16.130685432,599,0.7222194398,153,42
2020-2021,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,4644,775,151,2.7746783783,4290,0.9361926962,4032,515,130,2.1669526427,3680,0.9683731129,612,6,0,6.7785185185,610,0.7420551002,260,21
2020-2021,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,10720,1560,799,10.072803612,9791,2.6099000499,7637,602,471,4.5921941789,6712,2.9904747302,3083,937,520,23.649000252,3079,1.7802744398,958,328
2020-2021,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,10635,1215,800,8.0528197775,8567,2.5368591365,6938,462,307,3.6149822235,4953,2.7119905445,3697,699,270,16.381117573,3614,2.2968409119,753,493
2020-2021,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,2761,515,56,1.6759400781,2141,0.7566404588,2461,411,49,1.2811982482,1877,0.7808192743,300,3,0,4.9141388889,264,0.5847327441,104,7
2020-2021,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,871,104,55,2.775343156,828,1.8637473162,866,102,55,2.7622347318,823,1.8695673012,5,0,0,5.0457222222,5,0.9057777778,2,0
2020-2021,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,5747,1074,236,3.3645168494,5313,1.3039471318,4163,650,190,2.5127195265,3851,1.3917136242,1584,39,7,5.603173576,1462,1.0727646679,424,46
2020-2021,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,7391,1220,291,4.5793536057,6612,1.3426546851,5985,685,219,2.9064147406,5212,1.4664491132,1406,129,12,11.700647424,1400,0.8817857143,535,72
2020-2021,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,6655,1079,321,3.8119954086,6156,0.9144976897,5227,594,252,2.5814504283,4732,1.0107716376,1428,33,0,8.3162381341,1424,0.5945761158,485,69
2020-2021,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,6871,1032,320,4.0673981225,6277,0.9867570761,5359,546,198,1.9192198482,4775,1.0428756835,1512,175,70,11.681212522,1502,0.8083507176,486,122
2020-2021,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,7647,1373,377,8.4302284847,7036,1.840314928,5196,496,160,3.9941644213,4598,2.0701217317,2451,659,204,17.834467111,2438,1.406905706,877,217
2020-2021,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,6763,769,177,3.423148422,5803,0.7658509487,5490,455,94,1.7614848209,4541,0.8074013923,1273,105,9,10.589317448,1262,0.6163417855,314,83
2020-2021,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,28,1,1,0.8799702381,17,0.3811601307,28,1,1,0.8799702381,17,0.3811601307,0,0,0,,0,,0,0
2020-2021,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,15059,2413,567,4.0803482598,14004,0.9039787243,10965,1049,287,1.9278886356,9912,1.0551224946,4094,162,0,9.8453017967,4092,0.5378650755,1364,280
2020-2021,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,19997,3363,1027,5.5949516039,17233,1.3735566291,13253,1129,404,2.7747960629,10504,1.6412498942,6744,495,7,11.136992141,6729,0.9556862089,2234,623
2020-2021,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,16970,2876,560,4.8386254665,14271,0.7986694851,12577,1322,251,2.5646771002,9879,0.8845451631,4393,368,11,11.348857336,4392,0.6055078678,1554,309
2020-2021,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,39560,6837,2430,6.2396100719,33913,0.7045391721,26535,2176,1151,2.3273552017,20892,0.8785927229,13025,2248,184,14.209796865,13021,0.4252728498,4661,1279
2020-2021,8,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,44381,7778,3149,8.366527493,35485,2.2177562272,28186,2144,939,4.3044467111,19330,2.8228412657,16195,3019,207,15.436228568,16155,1.4937516593,5634,2210
2020-2021,8,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,31795,4987,2426,8.5565476752,29004,1.5661974019,18766,1152,1567,4.3226230802,16053,1.9244468151,13029,2553,200,14.654776929,12951,1.1221407399,3835,859
2020-2021,8,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,38453,5888,2399,9.3018390705,28040,3.2774297135,24351,1865,746,4.9884934796,14084,4.2984320861,14102,3432,363,16.750022199,13956,2.2470630314,4023,1653
2020-2021,8,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,9402,1105,465,7.1418751625,8318,2.5964210481,7695,609,288,4.418416432,6614,2.8398533414,1707,492,95,19.418978227,1704,1.6515494588,496,177
2020-2021,8,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,7020,824,402,5.2549198322,6468,1.8159107658,4987,374,154,2.8556127041,4467,1.9336676989,2033,228,49,11.140480407,2001,1.5530320951,450,248
2020-2021,8,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,16089,2400,1013,9.873802529,13320,3.8471270854,10491,896,283,6.2417647401,7783,4.8245547275,5598,1108,191,16.680467131,5537,2.4732207573,1504,730
2020-2021,8,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,8996,1135,490,6.6336820377,7981,2.3355346726,6795,562,272,4.1463430627,5804,2.4980138219,2201,360,82,14.312677192,2177,1.9023564538,573,218
2020-2021,8,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,24810,4338,1636,10.699485758,20245,2.3480489696,13534,986,546,4.945080189,8992,3.4171010034,11276,2896,573,17.606201347,11253,1.4937953583,3352,1090
2020-2021,8,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,27613,4364,2904,14.000303792,21474,3.0306313837,15128,1250,892,5.7664545692,9072,4.2211565501,12485,4099,1787,23.977209763,12402,2.1597682721,3114,2012
2020-2021,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,36814,6866,3411,9.626846648,26314,2.7108605685,23555,2149,1408,4.2834470153,13066,3.2428834804,13259,3875,606,19.119551856,13248,2.1861465462,4717,2003
2020-2021,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,32188,4824,2340,8.923445159,27065,1.9593645442,21116,1409,732,3.8863388215,16035,2.4333897204,11072,3098,804,18.529978524,11030,1.2702445351,3415,1608
2020-2021,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,24365,4128,1660,8.2358913628,19814,2.1853345839,17777,1669,866,3.9038664973,13233,2.5961507217,6588,2228,397,19.925388332,6581,1.3592701633,2459,794
2020-2021,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,29178,5355,1905,11.02609943,23511,2.4085344803,15226,1555,594,4.1289024986,9634,2.8723216963,13952,3780,1185,18.553100611,13877,2.08655379,3800,1311
2020-2021,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,17479,2910,954,7.188363576,15541,1.6369014042,10606,1008,256,3.8317071574,8695,2.1380651396,6873,1002,112,12.368153766,6846,1.0003810011,1902,698
2020-2021,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,22460,3916,1404,11.258632383,18850,2.3537466991,14270,1071,410,5.4555349217,10664,3.0233519317,8190,2772,696,21.36976801,8186,1.4814439626,2845,994
2020-2021,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,9159,897,223,5.162567784,8092,2.1532508101,7628,491,180,3.2310338737,6566,1.8225839341,1531,304,32,14.786173706,1526,3.5760284695,406,43
2020-2021,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,19845,3913,1588,13.461728003,17609,1.8320147052,12056,979,1041,4.210285266,9854,2.4395203865,7789,2766,1518,27.781331757,7755,1.0600790529,2934,547
2021-2022,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,12118,2040,595,5.0636317416,10160,2.1620298556,8680,832,375,3.2219578213,6738,2.4475034629,3438,73,0,9.7133494926,3422,1.5999254822,1208,220
2021-2022,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,5827,883,181,3.3598295769,5281,1.4762152055,5111,603,159,2.7068071589,4575,1.5803811779,716,31,2,8.0212787089,706,0.8012019987,280,22
2021-2022,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,5260,639,155,1.4782940431,4709,0.6544966494,4957,556,145,1.2101205927,4410,0.6658626228,303,3,0,5.8655408874,299,0.4868580453,83,10
2021-2022,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,9101,1365,312,3.7716289114,8152,1.5916570576,5292,515,177,3.0048826321,4474,1.8219230244,3809,16,1,4.8369009801,3678,1.311556477,850,135
2021-2022,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,10693,1696,509,4.4655970417,9424,2.3500736889,8312,918,305,3.9052964255,7080,2.6556305712,2381,40,0,6.4215897849,2344,1.4271459044,778,204
2021-2022,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,7958,1256,228,3.5294448982,7055,1.2766750532,6234,698,118,2.2478200192,5347,1.4549124119,1724,39,0,8.163812355,1708,0.7186919399,558,110
2021-2022,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,8895,1410,315,3.4693875148,8307,1.3697451948,7243,765,193,2.5947019728,6667,1.4633547906,1652,2,0,7.3043435566,1640,0.9891993564,645,122
2021-2022,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,20071,3325,1167,4.9348217439,16345,2.0656835934,14566,1460,707,3.6666686881,10871,2.442215272,5505,140,2,8.2903017459,5474,1.3179167174,1865,460
2021-2022,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,19690,2775,733,4.5823006884,15386,2.2727844938,15031,1481,327,3.1642825938,10825,2.4293555299,4659,230,24,9.1571515108,4561,1.9011814539,1294,406
2021-2022,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,32470,4874,2003,7.1088381155,28118,2.1288084541,18509,1440,598,3.3655254051,14307,2.7406493907,13961,1818,178,12.071589706,13811,1.4949942276,3434,1405
2021-2022,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,11397,1707,466,4.225589702,10429,1.8150663215,9384,1034,224,3.0568470565,8433,1.9538710687,2013,157,28,9.6739160733,1996,1.2286232187,673,242
2021-2022,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,9972,1307,327,4.9477544068,8944,2.363917058,7916,672,210,3.5391903529,6917,2.6009969801,2056,139,13,10.371000054,2027,1.554897906,635,117
2021-2022,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,14077,1911,933,5.6308840267,12665,2.2839624951,9579,725,278,3.4501718168,8250,2.475559899,4498,379,71,10.27495745,4415,1.9259379011,1186,655
2021-2022,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,15774,2594,701,6.8802247017,12846,3.4329602816,10189,920,266,4.4976602218,7402,3.8080546924,5585,385,17,11.22685845,5444,2.9229586599,1674,435
2021-2022,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,47899,3611,4334,7.4455673802,38721,1.8093331856,28393,759,1332,4.4593266337,19273,2.638805655,19506,2060,432,11.792349576,19448,0.9873246035,2852,3002
2021-2022,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,37220,5683,4436,9.6060889456,33071,1.6467735663,21189,1825,965,4.0857026838,17050,2.2119460736,16031,3647,795,16.902668354,16021,1.0453010458,3858,3471
2021-2022,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,21637,4412,601,7.6161882552,17575,2.0399853801,15904,1895,249,3.6416469302,11860,2.4351114859,5733,1588,418,18.642022065,5715,1.2200036454,2517,352
2021-2022,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,25786,5275,870,9.3743589329,20859,2.0700858542,16027,1647,400,4.2288936032,11125,2.7982068664,9759,2677,419,17.824648188,9734,1.2379154967,3628,470
2021-2022,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,11441,2830,619,8.5268989939,10470,1.6337066221,5790,773,254,3.5610139609,4862,1.8525338224,5651,855,43,13.614931969,5608,1.4439887462,2057,365
2021-2022,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,16042,1102,229,3.4477465057,11676,1.9576957482,14704,960,190,3.3110067933,10352,2.0519541581,1338,0,0,4.9504525826,1324,1.2207145854,142,39
2021-2022,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,7038,1212,222,3.9339581557,5807,1.5113489467,5445,669,92,2.4670429038,4220,1.7002547393,1593,49,0,8.9479905141,1587,1.0090285654,543,130
2021-2022,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,9670,1292,236,3.1364402218,7838,1.5941465368,7926,727,146,2.4739109331,6122,1.8352644379,1744,24,0,6.1474534913,1716,0.7339345377,565,90
2021-2022,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,12432,1459,255,3.8122563859,9781,2.1876698872,10006,798,156,3.0338773125,7393,2.5268604686,2426,50,4,7.0226690025,2388,1.137571073,661,99
2021-2022,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,10709,1105,171,3.4086123821,8037,1.7659163867,9484,737,131,2.815170814,6825,1.888658079,1225,40,3,8.0030612245,1212,1.0747348276,368,40
2021-2022,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,8719,1400,297,4.8807683412,7324,1.7452754263,7078,845,173,3.138327682,5687,1.9980550183,1641,187,17,12.396304591,1637,0.86710955,555,124
2021-2022,8,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,16621,4962,391,7.4519903703,15739,1.7522222752,8708,1717,220,3.8555362566,7839,2.1942514989,7913,617,0,11.409771543,7900,1.3136061885,3245,171
2021-2022,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,12974,1756,338,5.2950401872,10793,3.2658658647,10896,969,245,4.5615179883,8729,3.6832367523,2078,62,1,9.1412663084,2064,1.5007348191,787,93
2021-2022,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,12984,1291,396,4.8714661635,10260,3.3918031189,10997,650,250,3.9275875744,8316,3.6109447651,1987,129,4,10.095337751,1944,2.4543638546,641,146
2021-2022,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,8752,701,162,2.1702118881,7303,1.5377164255,8089,607,143,2.0587787256,6642,1.5954092643,663,0,0,3.5297637004,661,0.9579950412,94,19
2021-2022,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,7053,1059,396,4.9468323172,6107,2.5826098921,5252,555,211,3.8045977194,4346,2.8321221302,1801,43,1,8.2777685237,1761,1.9668346583,504,185
2021-2022,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,21729,3851,1462,6.2463604706,16756,2.5962673404,13246,1080,305,4.0604033503,8354,3.5782003964,8483,406,2,9.6596798172,8402,1.6199439948,2771,1157
2021-2022,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,25747,3518,1684,7.3347674271,19783,3.0930382848,16545,1094,720,5.229571371,10804,3.8191215188,9202,813,2,11.119865096,8979,2.2193771578,2424,964
2021-2022,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,21774,3597,1314,5.8449140412,17228,2.3193480252,12906,1126,309,3.5650343509,8544,2.8637367353,8868,518,7,9.1629256879,8684,1.7837357337,2471,1005
2021-2022,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,37339,7629,2356,9.7251106231,27767,3.3260016386,20931,1729,718,5.3182503756,11568,4.8920585523,16408,3577,176,15.346758102,16199,2.2076519641,5900,1638
2021-2022,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,8632,1329,313,6.4258865591,7362,3.4389262429,6854,745,205,5.0195082758,5595,3.7420263628,1778,170,16,11.847324553,1767,2.4791949632,584,108
2021-2022,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,9400,785,273,3.3258371749,7970,2.2210354803,7029,401,175,2.6963259354,5672,2.1909487149,2371,33,4,5.1920685131,2298,2.2952966348,384,98
2021-2022,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,13285,2611,476,6.4737920796,11060,2.8041450673,9261,1090,226,4.0214452183,7125,3.1486684211,4024,554,85,12.117724555,3935,2.18032578,1521,250
2021-2022,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,10067,1090,308,4.980153113,8072,3.4365020372,8917,711,249,4.4100532067,6933,3.6641250781,1150,50,5,9.4006582126,1139,2.0509791728,379,59
2021-2022,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,28541,3570,721,8.0149124651,24560,2.4041693811,15336,687,312,5.3244196661,11360,3.8080487089,13205,1370,54,11.139592326,13200,1.1959823232,2883,409
2021-2022,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,29071,5207,3541,9.5100724663,24348,2.5340999945,14049,1191,765,4.7682966759,9356,3.7920852929,15022,2493,516,13.944715528,14992,1.7490339292,4016,2776
2021-2022,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,16907,2527,498,9.0557008767,13734,3.3448491578,11865,861,247,5.1894521702,8743,3.8339749577,5042,1284,387,18.153884316,4991,2.4880214942,1666,251
2021-2022,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,23522,3581,1531,9.6990086704,18451,3.5984856286,16135,1253,596,5.7471198223,11111,4.559701297,7387,2109,432,18.330892597,7340,2.1434355889,2328,935
2021-2022,8,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,38932,5675,3064,13.100367057,31445,2.9683688009,23737,1703,1118,6.9727193949,16371,4.2578515363,15195,5638,1394,22.67272458,15074,1.5679361446,3972,1946
2021-2022,8,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,52019,1,1416,5.4357536456,45347,2.0292261708,36200,1,715,4.7610315838,30025,2.3674608197,15819,211,0,6.9797790983,15322,1.3664213585,0,701
2021-2022,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,10185,1796,434,9.420178776,9342,2.3563664098,6974,674,160,4.1440584871,6175,2.4522930724,3211,888,343,20.879432247,3167,2.1693291057,1122,274
2021-2022,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,19716,3141,2361,13.354958536,17023,1.86276598,7243,511,419,5.4463212757,4670,2.6713461813,12473,2886,975,17.947459112,12353,1.5570856157,2630,1942
2021-2022,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,29607,4534,695,14.508694659,23374,3.7515915476,19585,1432,354,7.7568731314,13458,4.6537775136,10022,3909,1761,27.703109409,9916,2.5271443178,3102,341
2021-2022,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,45718,1,1613,6.2948931189,40612,2.2376909671,35604,0,525,5.5153117159,30546,2.6404294616,10114,395,24,9.0392293136,10066,1.0155520785,1,1088
2021-2022,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,40067,6984,3342,12.256134253,29218,3.7556977434,22883,1541,860,5.7924403366,12283,5.1397642405,17184,5720,1474,20.863484572,16935,2.7518306761,5443,2482
2021-2022,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,20442,4833,762,12.631635644,17357,2.9960964356,12247,1192,293,5.6099444989,9186,4.1598238261,8195,2900,1015,23.125186767,8171,1.6878110594,3641,469
